Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",4542,3664,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",672,432,ST
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2274,2166,SC
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Chemical Engineering (4 Years, Bachelor of Technology)",4888,3391,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Civil Engineering (4 Years, Bachelor of Technology)",2457,1768,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Electronics Engineering (4 Years, Bachelor of Technology)",845,597,SC
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Electronics Engineering (4 Years, Bachelor of Technology)",903,734,ST
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Electrical Engineering (4 Years, Bachelor of Technology)",2769,2139,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",6813,6813,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",6189,6189,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",809,584,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",7849,5306,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4648,4151,OPEN
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Chemical Engineering (4 Years, Bachelor of Technology)",1902,1504,OBC-NCL
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Chemistry (5 Years, Integrated Master of Science)",6782,6782,OBC-NCL
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Civil Engineering (4 Years, Bachelor of Technology)",1580,1290,SC
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Electrical Engineering (4 Years, Bachelor of Technology)",1793,1431,OBC-NCL
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",1266,915,OPEN
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",2640,1196,OPEN
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",1029,691,OBC-NCL
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",594,376,SC
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",277,249,ST
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Physics (5 Years, Integrated Master of Science)",777,777,ST
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Applied Geophysics (5 Years, Integrated Master of Technology)",4656,4124,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Chemical Engineering (4 Years, Bachelor of Technology)",1693,1549,SC
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3248,2972,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",2287,1711,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",1286,879,SC
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2018,"Computer Science and Engineering (4 Years, Bachelor of Technology)",3766,2948,OPEN
Indian Institute of Technology Ropar,AI,Gender-Neutral,2018,"Electrical Engineering (4 Years, Bachelor of Technology)",4822,2826,OPEN
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2018,"Electrical Engineering (4 Years, Bachelor of Technology)",7108,5826,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1437,1174,SC
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Computer Science and Engineering (4 Years, Bachelor of Technology)",908,527,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Computer Science and Engineering (4 Years, Bachelor of Technology)",151,135,ST
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Electrical Engineering (4 Years, Bachelor of Technology)",1356,953,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Electrical Engineering (4 Years, Bachelor of Technology)",1347,1280,SC
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",2077,2071,SC
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",770,333,ST
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",854,854,ST
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Metallurgical Engineering (4 Years, Bachelor of Technology)",8291,6316,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Metallurgical Engineering (4 Years, Bachelor of Technology)",3497,3011,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Mining Engineering (4 Years, Bachelor of Technology)",10230,7319,OPEN
Indian Institute of Technology Patna,AI,Gender-Neutral,2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",2587,2187,OBC-NCL
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Architecture (5 Years, Bachelor of Architecture)",12016,6934,OPEN
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Bio Technology (4 Years, Bachelor of Technology)",7074,6012,OPEN
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Applied Mathematics (5 Years, Integrated Master of Science)",1122,511,SC
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Bio Technology (4 Years, Bachelor of Technology)",5621,5195,OBC-NCL
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Chemical Engineering (4 Years, Bachelor of Technology)",4451,2546,OBC-NCL
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Chemistry (5 Years, Integrated Master of Science)",4215,3520,OBC-NCL
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Geological Technology (5 Years, Integrated Master of Technology)",3460,2626,OBC-NCL
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",9351,7935,OPEN
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",5393,4909,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Chemical Engineering (4 Years, Bachelor of Technology)",10938,10803,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Civil Engineering (4 Years, Bachelor of Technology)",8554,6787,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Civil Engineering (4 Years, Bachelor of Technology)",2314,2314,SC
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",6643,5194,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",3554,3554,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",1537,1318,SC
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Engineering Physics (4 Years, Bachelor of Technology)",5464,5464,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Engineering Physics (4 Years, Bachelor of Technology)",2022,1641,SC
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Mathematics and Computing (5 Years, Integrated Master of Technology)",2171,2171,SC
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Petroleum Engineering (4 Years, Bachelor of Technology)",7843,6080,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Petroleum Engineering (4 Years, Bachelor of Technology)",12755,10895,OPEN
Indian Institute of Technology Ropar,AI,Gender-Neutral,2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",2637,1762,OBC-NCL
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",212,212,ST
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Computer Science and Engineering (4 Years, Bachelor of Technology)",962,940,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Electronics Engineering (4 Years, Bachelor of Technology)",2524,2319,OBC-NCL
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",10147,9691,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Metallurgical Engineering (4 Years, Bachelor of Technology)",11028,10134,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2070,1774,SC
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",15272,13629,OPEN
Indian Institute of Technology Patna,AI,Gender-Neutral,2018,"Chemical Engineering (4 Years, Bachelor of Technology)",8746,7386,OPEN
Indian Institute of Technology Patna,AI,Gender-Neutral,2018,"Civil Engineering (4 Years, Bachelor of Technology)",1511,1079,SC
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Chemical Engineering (4 Years, Bachelor of Technology)",358,358,ST
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2018,"Civil Engineering (4 Years, Bachelor of Technology)",4756,3268,OPEN
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Computer Science and Engineering (4 Years, Bachelor of Technology)",263,263,ST
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Electrical Engineering (4 Years, Bachelor of Technology)",3409,2946,OPEN
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Engineering Physics (4 Years, Bachelor of Technology)",3931,3931,OBC-NCL
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",795,790,ST
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2018,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",2443,2443,SC
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1240,1151,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",724,589,SC
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",3241,2892,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",547,480,ST
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",9290,8048,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",2678,2137,OBC-NCL
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Environmental Engineering (4 Years, Bachelor of Technology)",619,601,ST
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Mechanical Engineering (4 Years, Bachelor of Technology)",11015,8479,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2018,"Mathematics and Computing (5 Years, Integrated Master of Technology)",389,389,ST
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Mineral Engineering (4 Years, Bachelor of Technology)",11055,10030,OPEN
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2018,"Mineral Engineering (4 Years, Bachelor of Technology)",4440,3799,OBC-NCL
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2018,"Chemical Engineering (4 Years, Bachelor of Technology)",11170,10590,OPEN
Indian Institute of Technology Ropar,AI,Gender-Neutral,2018,"Chemical Engineering (4 Years, Bachelor of Technology)",829,91,ST
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2018,"Electrical Engineering (4 Years, Bachelor of Technology)",1831,1691,SC
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2018,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",10453,10453,OPEN
Indian Institute of Technology Ropar,AI,Gender-Neutral,2018,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",742,742,ST
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2018,"Ceramic Engineering (4 Years, Bachelor of Technology)",13727,11100,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Ceramic Engineering (4 Years, Bachelor of Technology)",512,512,ST
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Civil Engineering (4 Years, Bachelor of Technology)",6740,4517,OPEN
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",435,397,ST
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2018,"Electrical Engineering (4 Years, Bachelor of Technology)",782,610,SC
